text	audience	factual	dependency	count	surfaces	sources	states
1 stage is self-arranged: 04 MAR · Kunming → Lijiang.	GUEST	yes	dates (brief §2 · Overview_Hotel_Restaurant)	1	/your-journey · a transport stage	your-journey.html	AUTHENTICATED PRIVATE STATE · NOT JOINING THIS STAGE (arrang
SURFACE 177	GUEST	no		1	/your-journey · a transport stage	your-journey.html	AUTHENTICATED PRIVATE STATE · NOT JOINING THIS STAGE (arrang
SURFACE 178	GUEST	no		1	/your-journey · a stay stage	your-journey.html openStage()	AUTHENTICATED PRIVATE STATE · STAY REMOVED · the stage open 
Saved · 04:37	GUEST	yes	programme times (brief §2 · Master_Timeline · Owner decisions)	1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · lines present at 1
Room A · You · Steffie · Full	GUEST/PUBLIC	yes	room inventory (brief §11 · live engine)	10	/cart | /invitation (after OPEN ANOTHER INVITATION) | /journeys | /journeys?change=wedstay | /review | /your-journey	assets/prep-shell.js leave("another") | cart.html | journeys.html | journeys.html · assets/rooms.js label() | review.html | review.html paintState() · assets/confirm.js | review.html · assets/confirm.	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · CONFIRMED BY GUEST RELATIONS | AUTHENTICATED PRIVATE STATE · ONE LINE REMOVED (the tea) · t | AUTHENTICATED PRIVATE STATE · SENT · RECEIVED by Guest Relat | AUTHENTICATED PRIVATE STATE · SIGNED IN · POPULATE
USD 2,130	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · lines present at 1
SURFACE 179	GUEST	no		1	/your-journey	your-journey.html	AUTHENTICATED PRIVATE STATE · SIGNED IN · lines present at 1
Your journey is ready.	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
From USD 120 total per person · 3 nights · from USD 40 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Where you stay in Bangkok	GUEST	yes		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Selected for your journey	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
162 sq.m. · Six bedrooms · 5 king beds, 1 queen bed · Breakfast not included · self-pay	GUEST	no	payer status (brief §10 · §13)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
total per person · 3 nights	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	3	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 85 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
✓ Current selection	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
See the rooms	GUEST	no		3	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
32 sq.m. · 2 adults · Breakfast included	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 64 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Choose this address	GUEST	no		2	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
36 sq.m. · 2 adults · Breakfast included	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 40 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Swipe to see the other two addresses	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
(hidden) Open your invitation	GUEST	no		10	/experience?id=bkk-suhring | /journeys | /journeys?change=wedstay | /tea	experience.html | experience.html · assets/pricing.js FLAT.suhring | journeys.html | journeys.html · assets/rooms.js label() | tea.html	AUTHENTICATED PRIVATE STATE · ADDED TO YOUR JOURNEY · the co | AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · NOT SELECTED | AUTHENTICATED PRIVATE STATE · SIGNED IN · SELECTED (the requ | AUTHENTICATED PRIVATE STATE · SIGNED IN · current sele
USD 100 per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Per person · package · First Class Sleeper	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Remove from Your Journey	GUEST	no		7	/journeys | /room?stay=sathorn&room=penthouse | /room?stay=souphattra&room=heritage | /room?stay=souphattra&room=souphattra-presidential (the Groom) | /transport?id=c86	journeys.html · assets/rooms.js label() | room.html | room.html · assets/stay.js unitsHtml() | transport.html · assets/travelpass.js	AUTHENTICATED PRIVATE STATE · JOINED · Room A · Haruthai · Y | AUTHENTICATED PRIVATE STATE · SIGNED IN · IN YOUR JOURNEY ·  | AUTHENTICATED PRIVATE STATE · SIGNED IN · Peggy holds Room C | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections | AUTHENTICATED PRIVATE STATE · SIGNED IN · the si
View the night train	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
From USD 290 total per person · 2 nights · Includes both nights: 25 → 26 February + 26 → 27 February · from USD 145 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); dates (brief §2 · Overview_Hotel_Restaurant)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Rooms & suites	GUEST	no		5	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 1,500 total per person · 2 nights · USD 750 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 1,500	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 580 total per person · 2 nights · USD 290 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 580	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 500 total per person · 2 nights · USD 250 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 500	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 480 total per person · 2 nights · USD 240 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 480	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 340 total per person · 2 nights · USD 170 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	2	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Current selection · Room A	GUEST	yes	room inventory (brief §11 · live engine)	6	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Your place is held · Room A	GUEST	yes	room inventory (brief §11 · live engine)	10	/journeys | /journeys?change=wedstay | /room?stay=souphattra&room=heritage | /room?stay=souphattra&room=noble-courtyard | /room?stay=souphattra&room=souphattra-presidential (the Groom)	journeys.html | journeys.html · assets/rooms.js label() | room.html | room.html · assets/stay.js unitsHtml()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · JOINED · Room A · Haruthai · Y | AUTHENTICATED PRIVATE STATE · SIGNED IN · FULLY BOOKED (one  | AUTHENTICATED PRIVATE STATE · SIGNED IN · Peggy holds Room C | AUTHENTICATED PRIVATE STATE · SIGNED IN · curren
USD 310 total per person · 2 nights · USD 155 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 310	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 290 total per person · 2 nights · USD 145 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 290	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	3	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
From USD 145 total per person · 2 nights · Both nights: 27 → 28 February + 28 February → 01 March · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); dates (brief §2 · Overview_Hotel_Restaurant); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 750 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 750	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	3	/journeys | /journeys?change=wedstay | /your-journey (the hosts)	journeys.html | journeys.html · assets/rooms.js label() | your-journey.html	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · Haruthai holds the | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 290 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 250 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 250	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	3	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 240 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 240	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	4	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 170 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 155 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 145 total per person · 2 nights · second night hosted by Haruthai & Suthep	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate); payer status (brief §10 · §13)	2	/journeys | /journeys?change=wedstay	journeys.html | journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · CHANGING A STAY (from CHANGE i | AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
View the residence	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
From USD 155 per person · Business USD 275 per person	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
How would you like to fly?	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
[state] current · disabled	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
1 seat per guest · 2 pieces of checked baggage · Meal service on board	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
✓ Current fare	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
1 piece of free checked baggage · No meals · Conditional ticket refund before departure · Free rescheduling before departure	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Save USD 120 pp	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
View the flight	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
From USD 147 total per person · 3 nights · from USD 49 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
Suites & lofts	GUEST	no		1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
USD 261 total per person · 3 nights · USD 87 per person / night	GUEST	yes	pricing (brief §13 · Operations Master Budget/Room Rate)	1	/journeys	journeys.html · assets/rooms.js label()	AUTHENTICATED PRIVATE STATE · SIGNED IN · current selections
